RAPORT STATISTICI SI SCORURI
Obiect: PCB4 | Algoritm: Autoencoder
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb4/test/Anomaly
------------------------------------------------------------
NR. IMAGINI: 100
MIN SCOR:    0.0016635585
MAX SCOR:    0.0240748674
MEDIE SCOR:  0.0046083937
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
001.JPG -> 0.0036749728
098.JPG -> 0.0034612319
089.JPG -> 0.0117353527
010.JPG -> 0.0037693302
045.JPG -> 0.0035790615
081.JPG -> 0.0041721230
009.JPG -> 0.0031711664
063.JPG -> 0.0240748674
027.JPG -> 0.0056527904
054.JPG -> 0.0170460716
090.JPG -> 0.0027594059
018.JPG -> 0.0020841910
072.JPG -> 0.0044179857
036.JPG -> 0.0032443912
041.JPG -> 0.0042771953
005.JPG -> 0.0048577860
023.JPG -> 0.0033186942
050.JPG -> 0.0051130950
014.JPG -> 0.0033010333
032.JPG -> 0.0027317628
049.JPG -> 0.0039407471
085.JPG -> 0.0041843848
067.JPG -> 0.0043082759
058.JPG -> 0.0027686737
094.JPG -> 0.0036689581
076.JPG -> 0.0033111467
003.JPG -> 0.0023924762
021.JPG -> 0.0023883269
012.JPG -> 0.0051005231
030.JPG -> 0.0026251036
047.JPG -> 0.0034761378
083.JPG -> 0.0046701883
065.JPG -> 0.0142207658
029.JPG -> 0.0029153852
056.JPG -> 0.0034082863
092.JPG -> 0.0034390828
074.JPG -> 0.0120162768
038.JPG -> 0.0026650529
043.JPG -> 0.0054299156
007.JPG -> 0.0019677500
061.JPG -> 0.0032327229
025.JPG -> 0.0029589867
052.JPG -> 0.0041860496
016.JPG -> 0.0030565332
070.JPG -> 0.0030939071
034.JPG -> 0.0045040194
087.JPG -> 0.0043804394
069.JPG -> 0.0025012176
096.JPG -> 0.0032366179
078.JPG -> 0.0047927531
002.JPG -> 0.0067188805
020.JPG -> 0.0016635585
099.JPG -> 0.0050577749
011.JPG -> 0.0029158823
082.JPG -> 0.0033313031
046.JPG -> 0.0024995056
028.JPG -> 0.0022543478
064.JPG -> 0.0021002584
019.JPG -> 0.0029227450
091.JPG -> 0.0033628000
055.JPG -> 0.0036691832
037.JPG -> 0.0041370536
073.JPG -> 0.0055152117
006.JPG -> 0.0027917714
042.JPG -> 0.0031207092
024.JPG -> 0.0030831527
060.JPG -> 0.0048836996
015.JPG -> 0.0028016425
051.JPG -> 0.0041239061
033.JPG -> 0.0040760348
086.JPG -> 0.0025528537
068.JPG -> 0.0048424634
095.JPG -> 0.0034965333
059.JPG -> 0.0052694175
077.JPG -> 0.0043859165
004.JPG -> 0.0023753624
040.JPG -> 0.0078246975
022.JPG -> 0.0027002860
013.JPG -> 0.0034338371
031.JPG -> 0.0024561882
084.JPG -> 0.0037114508
048.JPG -> 0.0038216021
066.JPG -> 0.0141142886
093.JPG -> 0.0050489036
057.JPG -> 0.0044479109
039.JPG -> 0.0049768719
075.JPG -> 0.0033501759
080.JPG -> 0.0028928674
008.JPG -> 0.0026274275
044.JPG -> 0.0042834524
026.JPG -> 0.0045452132
062.JPG -> 0.0085625565
017.JPG -> 0.0041967258
053.JPG -> 0.0051956712
035.JPG -> 0.0046496158
071.JPG -> 0.0120427571
088.JPG -> 0.0086875316
097.JPG -> 0.0023913458
000.JPG -> 0.0055433512
079.JPG -> 0.0040994580
------------------------------------------------------------
