RAPORT STATISTICI SI SCORURI
Obiect: PCB1 | Algoritm: Autoencoder
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb1/test/Anomaly
------------------------------------------------------------
NR. IMAGINI: 100
MIN SCOR:    0.0021476690
MAX SCOR:    0.0098192701
MEDIE SCOR:  0.0041078802
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
000.JPG -> 0.0036064270
001.JPG -> 0.0041942080
002.JPG -> 0.0075263879
003.JPG -> 0.0050097601
004.JPG -> 0.0098192701
005.JPG -> 0.0049637565
006.JPG -> 0.0056918235
007.JPG -> 0.0053367331
008.JPG -> 0.0043656426
009.JPG -> 0.0048756604
010.JPG -> 0.0031902574
011.JPG -> 0.0029559555
012.JPG -> 0.0034285891
013.JPG -> 0.0031343743
014.JPG -> 0.0030222754
015.JPG -> 0.0022864109
016.JPG -> 0.0029347434
017.JPG -> 0.0024797928
018.JPG -> 0.0080220411
019.JPG -> 0.0023147387
020.JPG -> 0.0024575910
021.JPG -> 0.0051256879
022.JPG -> 0.0023647188
023.JPG -> 0.0029827345
024.JPG -> 0.0032918472
025.JPG -> 0.0024306918
026.JPG -> 0.0050590569
027.JPG -> 0.0025994314
028.JPG -> 0.0031165699
029.JPG -> 0.0027730835
030.JPG -> 0.0029638400
031.JPG -> 0.0027401843
032.JPG -> 0.0025088594
033.JPG -> 0.0021650803
034.JPG -> 0.0084675020
035.JPG -> 0.0027278410
036.JPG -> 0.0027834862
037.JPG -> 0.0027535481
038.JPG -> 0.0023840759
039.JPG -> 0.0023873958
040.JPG -> 0.0035346213
041.JPG -> 0.0072313561
042.JPG -> 0.0046355426
043.JPG -> 0.0082386117
044.JPG -> 0.0051913895
045.JPG -> 0.0039880406
046.JPG -> 0.0066493019
047.JPG -> 0.0021476690
048.JPG -> 0.0031020676
049.JPG -> 0.0060090432
050.JPG -> 0.0069488240
051.JPG -> 0.0081614573
052.JPG -> 0.0042175706
053.JPG -> 0.0037328012
054.JPG -> 0.0036598556
055.JPG -> 0.0033927865
056.JPG -> 0.0032929964
057.JPG -> 0.0035591028
058.JPG -> 0.0026537441
059.JPG -> 0.0081419069
060.JPG -> 0.0023045929
061.JPG -> 0.0025890488
062.JPG -> 0.0023360362
063.JPG -> 0.0024442426
064.JPG -> 0.0027723608
065.JPG -> 0.0025290581
066.JPG -> 0.0045427806
067.JPG -> 0.0034988890
068.JPG -> 0.0045905206
069.JPG -> 0.0026640042
070.JPG -> 0.0030890412
071.JPG -> 0.0036372175
072.JPG -> 0.0026268717
073.JPG -> 0.0037698513
074.JPG -> 0.0023145548
075.JPG -> 0.0032838657
076.JPG -> 0.0026316768
077.JPG -> 0.0040666228
078.JPG -> 0.0022133309
079.JPG -> 0.0030793108
080.JPG -> 0.0030837203
081.JPG -> 0.0025653020
082.JPG -> 0.0085088303
083.JPG -> 0.0082971007
084.JPG -> 0.0087130172
085.JPG -> 0.0076951534
086.JPG -> 0.0024181500
087.JPG -> 0.0058995783
088.JPG -> 0.0082681915
089.JPG -> 0.0046004793
090.JPG -> 0.0061434517
091.JPG -> 0.0044347430
092.JPG -> 0.0043825186
093.JPG -> 0.0043762326
094.JPG -> 0.0036614197
095.JPG -> 0.0025545049
096.JPG -> 0.0025079483
097.JPG -> 0.0032193575
098.JPG -> 0.0038494430
099.JPG -> 0.0028942365
------------------------------------------------------------
