RAPORT STATISTICI SI SCORURI
Obiect: PCB2 | Algoritm: Autoencoder
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb2/test/good
------------------------------------------------------------
NR. IMAGINI: 100
MIN SCOR:    0.0012597686
MAX SCOR:    0.0042951652
MEDIE SCOR:  0.0019316555
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
0901.JPG -> 0.0026548626
0902.JPG -> 0.0018593748
0903.JPG -> 0.0017222518
0904.JPG -> 0.0023016538
0905.JPG -> 0.0016509928
0906.JPG -> 0.0022785603
0907.JPG -> 0.0014125900
0908.JPG -> 0.0013199018
0909.JPG -> 0.0014353370
0910.JPG -> 0.0027024392
0911.JPG -> 0.0014869703
0912.JPG -> 0.0016866297
0913.JPG -> 0.0015877793
0914.JPG -> 0.0013795610
0915.JPG -> 0.0014270691
0916.JPG -> 0.0018827177
0917.JPG -> 0.0016103293
0918.JPG -> 0.0015939459
0919.JPG -> 0.0014976062
0920.JPG -> 0.0021467833
0921.JPG -> 0.0014997952
0922.JPG -> 0.0014848632
0923.JPG -> 0.0014953779
0924.JPG -> 0.0017199358
0925.JPG -> 0.0013144616
0926.JPG -> 0.0020445462
0927.JPG -> 0.0016029682
0928.JPG -> 0.0015661581
0929.JPG -> 0.0020166175
0930.JPG -> 0.0013816850
0931.JPG -> 0.0012597686
0932.JPG -> 0.0023536670
0933.JPG -> 0.0012935747
0934.JPG -> 0.0013469658
0935.JPG -> 0.0017009128
0936.JPG -> 0.0014724510
0937.JPG -> 0.0028030095
0938.JPG -> 0.0024105301
0939.JPG -> 0.0023732174
0940.JPG -> 0.0022278149
0941.JPG -> 0.0016126083
0942.JPG -> 0.0014748238
0943.JPG -> 0.0019133310
0944.JPG -> 0.0013273441
0945.JPG -> 0.0015812463
0946.JPG -> 0.0017520491
0947.JPG -> 0.0016461592
0948.JPG -> 0.0020889970
0949.JPG -> 0.0014438108
0950.JPG -> 0.0023675268
0951.JPG -> 0.0017505491
0952.JPG -> 0.0022582575
0953.JPG -> 0.0016426281
0954.JPG -> 0.0012764295
0955.JPG -> 0.0020184380
0956.JPG -> 0.0015798783
0957.JPG -> 0.0022940307
0958.JPG -> 0.0015643281
0959.JPG -> 0.0023600922
0960.JPG -> 0.0021872222
0961.JPG -> 0.0035290653
0962.JPG -> 0.0028675287
0963.JPG -> 0.0016083438
0964.JPG -> 0.0018491804
0965.JPG -> 0.0028148545
0966.JPG -> 0.0017145241
0967.JPG -> 0.0015670147
0968.JPG -> 0.0020558168
0969.JPG -> 0.0033920254
0970.JPG -> 0.0016712578
0971.JPG -> 0.0020403862
0972.JPG -> 0.0025716170
0973.JPG -> 0.0021745521
0974.JPG -> 0.0030731261
0975.JPG -> 0.0036511242
0976.JPG -> 0.0026721237
0977.JPG -> 0.0018946193
0978.JPG -> 0.0022246568
0979.JPG -> 0.0017997142
0980.JPG -> 0.0042951652
0981.JPG -> 0.0033604326
0982.JPG -> 0.0015522416
0983.JPG -> 0.0018065487
0984.JPG -> 0.0013956754
0985.JPG -> 0.0020157485
0986.JPG -> 0.0016611641
0987.JPG -> 0.0025699467
0988.JPG -> 0.0019682292
0989.JPG -> 0.0015046437
0990.JPG -> 0.0015096790
0991.JPG -> 0.0015065863
0992.JPG -> 0.0017157568
0993.JPG -> 0.0021979874
0994.JPG -> 0.0015064774
0995.JPG -> 0.0019389559
0996.JPG -> 0.0013746654
0997.JPG -> 0.0014242925
0998.JPG -> 0.0024458424
0999.JPG -> 0.0015731712
1000.JPG -> 0.0015253776
------------------------------------------------------------
