RAPORT STATISTICI SI SCORURI
Obiect: PCB2 | Algoritm: PaDiM
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb2/test/good
------------------------------------------------------------
NR. IMAGINI: 100
MIN SCOR:    13.3966758669
MAX SCOR:    46.0352157513
MEDIE SCOR:  19.9996125525
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
0901.JPG -> 32.8083027562
0902.JPG -> 19.7851534196
0903.JPG -> 16.9528623934
0904.JPG -> 26.3622209879
0905.JPG -> 20.6892289451
0906.JPG -> 26.6892041988
0907.JPG -> 16.2424116930
0908.JPG -> 21.0853792063
0909.JPG -> 15.3445877246
0910.JPG -> 21.0376503954
0911.JPG -> 18.3840804803
0912.JPG -> 17.7680379432
0913.JPG -> 16.6273027445
0914.JPG -> 19.3992768759
0915.JPG -> 15.9317764802
0916.JPG -> 16.6113279072
0917.JPG -> 24.2424679076
0918.JPG -> 13.9445800230
0919.JPG -> 21.1270420158
0920.JPG -> 17.3739957213
0921.JPG -> 17.8758034950
0922.JPG -> 16.1468914387
0923.JPG -> 15.6949397691
0924.JPG -> 28.7532160701
0925.JPG -> 22.3690863655
0926.JPG -> 29.5762048570
0927.JPG -> 21.5306442266
0928.JPG -> 19.3038103465
0929.JPG -> 21.9573158209
0930.JPG -> 14.7974093985
0931.JPG -> 18.0916274032
0932.JPG -> 18.1890668718
0933.JPG -> 13.3966758669
0934.JPG -> 13.5174373070
0935.JPG -> 20.0413057793
0936.JPG -> 15.6819299229
0937.JPG -> 40.6706506475
0938.JPG -> 22.3385327441
0939.JPG -> 16.6323504139
0940.JPG -> 18.6913294971
0941.JPG -> 17.2664327815
0942.JPG -> 14.9655109403
0943.JPG -> 16.8952707996
0944.JPG -> 14.0933099142
0945.JPG -> 15.4235024316
0946.JPG -> 14.7273851959
0947.JPG -> 18.5513927577
0948.JPG -> 34.7784370729
0949.JPG -> 24.1847381035
0950.JPG -> 19.9187663415
0951.JPG -> 26.8376068487
0952.JPG -> 19.8850624468
0953.JPG -> 15.6406011060
0954.JPG -> 14.6103111813
0955.JPG -> 18.1040531817
0956.JPG -> 15.3008186687
0957.JPG -> 25.7152227566
0958.JPG -> 16.9016310539
0959.JPG -> 25.7176157610
0960.JPG -> 17.8124276740
0961.JPG -> 25.5310172831
0962.JPG -> 22.9518218096
0963.JPG -> 18.0258340302
0964.JPG -> 18.2721197929
0965.JPG -> 18.9355435038
0966.JPG -> 17.8260914617
0967.JPG -> 19.2144852362
0968.JPG -> 20.6538742558
0969.JPG -> 24.7889915054
0970.JPG -> 16.6493714168
0971.JPG -> 19.0202381828
0972.JPG -> 23.9351335815
0973.JPG -> 18.8096120039
0974.JPG -> 20.4801091011
0975.JPG -> 22.0441054104
0976.JPG -> 20.0093477817
0977.JPG -> 22.4974241103
0978.JPG -> 18.9923395151
0979.JPG -> 14.1389714068
0980.JPG -> 24.5733818745
0981.JPG -> 21.7262328163
0982.JPG -> 26.3158341042
0983.JPG -> 20.6552748643
0984.JPG -> 15.1042693254
0985.JPG -> 18.3731367387
0986.JPG -> 15.4369184644
0987.JPG -> 21.5923510990
0988.JPG -> 25.6861271672
0989.JPG -> 16.2602581058
0990.JPG -> 15.3346432181
0991.JPG -> 16.0762901674
0992.JPG -> 29.0301881414
0993.JPG -> 16.6622344986
0994.JPG -> 16.3513782544
0995.JPG -> 15.8319756696
0996.JPG -> 14.9792453056
0997.JPG -> 14.6303742086
0998.JPG -> 17.5447900153
0999.JPG -> 17.9914889955
1000.JPG -> 46.0352157513
------------------------------------------------------------
