RAPORT STATISTICI SI SCORURI
Obiect: PCB2 | Algoritm: PatchCore
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb2/test/good
------------------------------------------------------------
NR. IMAGINI: 100
MIN SCOR:    -1.1984055201
MAX SCOR:    2.5922658129
MEDIE SCOR:  0.5265000561
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
0901.JPG -> 0.6709591840
0902.JPG -> 0.6533007305
0903.JPG -> 0.8432927680
0904.JPG -> 2.5129342746
0905.JPG -> -0.4990041216
0906.JPG -> 1.6225717248
0907.JPG -> -0.2129711948
0908.JPG -> -0.5354445143
0909.JPG -> -0.0011698096
0910.JPG -> 1.0463935700
0911.JPG -> 0.1826444851
0912.JPG -> 1.1000650342
0913.JPG -> 0.2952632230
0914.JPG -> -0.4294666356
0915.JPG -> -0.4029317862
0916.JPG -> -0.1030225226
0917.JPG -> 0.9518206452
0918.JPG -> -0.2300107305
0919.JPG -> 0.9634514397
0920.JPG -> 1.1279120465
0921.JPG -> -1.1687789405
0922.JPG -> 0.5279334297
0923.JPG -> 0.7678920009
0924.JPG -> 0.5952568195
0925.JPG -> -0.8013218758
0926.JPG -> 1.1765592704
0927.JPG -> -0.1706532272
0928.JPG -> 0.1407524700
0929.JPG -> 0.6939949324
0930.JPG -> 0.2985078959
0931.JPG -> -0.1330493262
0932.JPG -> 1.0224458827
0933.JPG -> -0.1682490246
0934.JPG -> -0.9265233696
0935.JPG -> -0.0898079846
0936.JPG -> -0.2640669319
0937.JPG -> 1.6628585558
0938.JPG -> 1.9737739786
0939.JPG -> -0.0141513600
0940.JPG -> 1.7929313470
0941.JPG -> -0.1543169422
0942.JPG -> -0.9378296968
0943.JPG -> 0.7400435592
0944.JPG -> 0.2463973052
0945.JPG -> -0.1361853669
0946.JPG -> -0.0657559532
0947.JPG -> -0.0165527038
0948.JPG -> 2.0934666752
0949.JPG -> -0.6975595227
0950.JPG -> 1.3748030686
0951.JPG -> 0.7612096899
0952.JPG -> 0.6952542085
0953.JPG -> 0.4997862494
0954.JPG -> -1.1984055201
0955.JPG -> 0.1060601984
0956.JPG -> -0.2073894998
0957.JPG -> 0.9370538100
0958.JPG -> 0.2340146614
0959.JPG -> 2.5922658129
0960.JPG -> 1.0554086150
0961.JPG -> 2.2440480864
0962.JPG -> 1.8224350007
0963.JPG -> -0.5102661383
0964.JPG -> 1.4381756760
0965.JPG -> 0.6191459025
0966.JPG -> 0.1607650981
0967.JPG -> -0.4259703933
0968.JPG -> 0.9819003355
0969.JPG -> 1.1008168835
0970.JPG -> 0.6522244139
0971.JPG -> 1.6223458841
0972.JPG -> 1.4413746091
0973.JPG -> 1.4952147390
0974.JPG -> 1.4169280712
0975.JPG -> 0.4757885341
0976.JPG -> 1.4451853130
0977.JPG -> 0.2653464810
0978.JPG -> 1.6864989282
0979.JPG -> 0.0434408697
0980.JPG -> 1.3704349098
0981.JPG -> 1.7064972625
0982.JPG -> 1.2192960439
0983.JPG -> 0.5390310687
0984.JPG -> -1.1811430025
0985.JPG -> 0.4317467446
0986.JPG -> 0.2281142165
0987.JPG -> 2.3950111396
0988.JPG -> 1.0803096930
0989.JPG -> -0.5696693815
0990.JPG -> -0.3967669076
0991.JPG -> -0.1152550825
0992.JPG -> 0.0598957925
0993.JPG -> 1.0578256819
0994.JPG -> 0.1989521826
0995.JPG -> -0.0062540834
0996.JPG -> 0.8153342648
0997.JPG -> 0.0108998020
0998.JPG -> 0.6738236441
0999.JPG -> -0.8259427970
1000.JPG -> 1.5878051258
------------------------------------------------------------
