RAPORT STATISTICI SI SCORURI
Obiect: PCB3 | Algoritm: Autoencoder
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb3/test/good
------------------------------------------------------------
NR. IMAGINI: 101
MIN SCOR:    0.0007881129
MAX SCOR:    0.0048420043
MEDIE SCOR:  0.0014064356
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
0905.JPG -> 0.0011539637
0906.JPG -> 0.0011172522
0907.JPG -> 0.0008380432
0908.JPG -> 0.0011938431
0909.JPG -> 0.0012203975
0910.JPG -> 0.0010691709
0911.JPG -> 0.0011910908
0912.JPG -> 0.0018200965
0913.JPG -> 0.0015219449
0914.JPG -> 0.0015760477
0915.JPG -> 0.0013460475
0916.JPG -> 0.0010087886
0917.JPG -> 0.0011297645
0918.JPG -> 0.0009226991
0919.JPG -> 0.0007881129
0920.JPG -> 0.0010249688
0921.JPG -> 0.0009584487
0922.JPG -> 0.0010918957
0923.JPG -> 0.0017117427
0924.JPG -> 0.0011853592
0925.JPG -> 0.0012445780
0926.JPG -> 0.0008642924
0927.JPG -> 0.0013157239
0928.JPG -> 0.0008758960
0929.JPG -> 0.0016319671
0930.JPG -> 0.0010960861
0931.JPG -> 0.0010837521
0932.JPG -> 0.0008871102
0933.JPG -> 0.0025927152
0934.JPG -> 0.0009399041
0935.JPG -> 0.0012373878
0936.JPG -> 0.0009298687
0937.JPG -> 0.0008949667
0938.JPG -> 0.0012822307
0939.JPG -> 0.0013793891
0940.JPG -> 0.0018283272
0941.JPG -> 0.0009135358
0942.JPG -> 0.0025356773
0943.JPG -> 0.0011850017
0944.JPG -> 0.0013506897
0945.JPG -> 0.0009151249
0946.JPG -> 0.0017322105
0947.JPG -> 0.0010094648
0948.JPG -> 0.0010290605
0949.JPG -> 0.0009908110
0950.JPG -> 0.0014406702
0951.JPG -> 0.0011143782
0952.JPG -> 0.0008884316
0953.JPG -> 0.0019361775
0954.JPG -> 0.0016411571
0955.JPG -> 0.0012176045
0956.JPG -> 0.0009314237
0957.JPG -> 0.0010128871
0958.JPG -> 0.0012002992
0959.JPG -> 0.0012576494
0960.JPG -> 0.0023458181
0961.JPG -> 0.0010455245
0962.JPG -> 0.0015775230
0963.JPG -> 0.0013629552
0964.JPG -> 0.0020519178
0965.JPG -> 0.0011167295
0966.JPG -> 0.0011102236
0967.JPG -> 0.0016222441
0968.JPG -> 0.0022346466
0969.JPG -> 0.0016250502
0970.JPG -> 0.0012324837
0971.JPG -> 0.0011723407
0972.JPG -> 0.0034448975
0973.JPG -> 0.0016716027
0974.JPG -> 0.0010454532
0975.JPG -> 0.0009818273
0976.JPG -> 0.0009889121
0977.JPG -> 0.0008481930
0978.JPG -> 0.0010238012
0979.JPG -> 0.0012185014
0980.JPG -> 0.0009770069
0981.JPG -> 0.0023999047
0982.JPG -> 0.0016769769
0983.JPG -> 0.0048420043
0984.JPG -> 0.0014714202
0985.JPG -> 0.0018865545
0986.JPG -> 0.0025463505
0987.JPG -> 0.0011444743
0988.JPG -> 0.0012485355
0989.JPG -> 0.0014298301
0990.JPG -> 0.0018239117
0991.JPG -> 0.0013348957
0992.JPG -> 0.0017870506
0993.JPG -> 0.0014118953
0994.JPG -> 0.0015508283
0995.JPG -> 0.0015812442
0996.JPG -> 0.0014615860
0997.JPG -> 0.0010995129
0998.JPG -> 0.0010766862
0999.JPG -> 0.0013071583
1000.JPG -> 0.0017503131
1001.JPG -> 0.0020533712
1002.JPG -> 0.0015959854
1003.JPG -> 0.0012779015
1004.JPG -> 0.0015330920
1005.JPG -> 0.0018047327
------------------------------------------------------------
