RAPORT STATISTICI SI SCORURI
Obiect: PCB3 | Algoritm: PatchCore
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb3/test/good
------------------------------------------------------------
NR. IMAGINI: 101
MIN SCOR:    -1.8402708472
MAX SCOR:    4.9719563845
MEDIE SCOR:  0.1315151435
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
0905.JPG -> 0.2741513743
0906.JPG -> -0.6180591826
0907.JPG -> -0.0540815645
0908.JPG -> -0.3488967324
0909.JPG -> 1.3177469646
0910.JPG -> -0.2843976552
0911.JPG -> 0.0949111674
0912.JPG -> 0.2487555064
0913.JPG -> -0.0482559134
0914.JPG -> 0.4486107009
0915.JPG -> 0.8131289462
0916.JPG -> -0.6000449543
0917.JPG -> -1.8215989842
0918.JPG -> -0.6936164499
0919.JPG -> -1.8402708472
0920.JPG -> -0.4908974422
0921.JPG -> -0.0614148121
0922.JPG -> -1.3269596422
0923.JPG -> 1.1462854597
0924.JPG -> 1.1060196019
0925.JPG -> -0.1445237114
0926.JPG -> -0.9847749205
0927.JPG -> 2.2731487742
0928.JPG -> -1.7493323722
0929.JPG -> 0.1340739360
0930.JPG -> -0.2237141003
0931.JPG -> -0.0030664809
0932.JPG -> -0.7345498689
0933.JPG -> 2.1402668524
0934.JPG -> -0.3795375476
0935.JPG -> -0.1587162134
0936.JPG -> -0.6380314253
0937.JPG -> -0.4438232037
0938.JPG -> -0.6030378127
0939.JPG -> 0.1105455025
0940.JPG -> 0.2129032462
0941.JPG -> -1.4255502557
0942.JPG -> 1.0008079716
0943.JPG -> -0.1771113735
0944.JPG -> 0.2136092729
0945.JPG -> -0.6818174901
0946.JPG -> 1.9896945564
0947.JPG -> -0.6946711471
0948.JPG -> 0.2691756851
0949.JPG -> -0.0111256084
0950.JPG -> 1.2109694191
0951.JPG -> -1.0478855199
0952.JPG -> -1.4608069221
0953.JPG -> 0.6729026094
0954.JPG -> 0.3562911930
0955.JPG -> 0.7067745204
0956.JPG -> -0.8277069305
0957.JPG -> -0.9237216012
0958.JPG -> 0.6074902885
0959.JPG -> -0.5773354622
0960.JPG -> 0.7601421992
0961.JPG -> -0.0499483922
0962.JPG -> 0.5369310452
0963.JPG -> 0.8078914439
0964.JPG -> 0.8968446065
0965.JPG -> -0.8136744944
0966.JPG -> 0.4212493737
0967.JPG -> 0.6668287943
0968.JPG -> 0.9192848407
0969.JPG -> 0.2844042720
0970.JPG -> -0.0947382807
0971.JPG -> -0.3953840629
0972.JPG -> 2.0313340022
0973.JPG -> 1.1211030128
0974.JPG -> -0.4085156636
0975.JPG -> -0.4204486319
0976.JPG -> -0.6558247876
0977.JPG -> -1.0317337627
0978.JPG -> -0.9036612603
0979.JPG -> -0.9844858094
0980.JPG -> -0.1669366475
0981.JPG -> 0.9655004315
0982.JPG -> 0.6290247238
0983.JPG -> 1.5468185126
0984.JPG -> 0.3700717426
0985.JPG -> 1.5040449571
0986.JPG -> 1.6618437902
0987.JPG -> -0.4516900041
0988.JPG -> -0.2693862119
0989.JPG -> 0.2637197985
0990.JPG -> 1.2500416079
0991.JPG -> 0.0617167441
0992.JPG -> 1.8350399618
0993.JPG -> -0.3558081012
0994.JPG -> -0.1148432911
0995.JPG -> -0.1589879530
0996.JPG -> 0.4649063932
0997.JPG -> -1.0211321946
0998.JPG -> -0.8438016100
0999.JPG -> -0.2329668969
1000.JPG -> 1.4728693484
1001.JPG -> 4.9719563845
1002.JPG -> 0.5359619646
1003.JPG -> -0.5041580882
1004.JPG -> 1.2880156707
1005.JPG -> 0.6246806121
------------------------------------------------------------
