RAPORT STATISTICI SI SCORURI
Obiect: PCB3 | Algoritm: PatchCore
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb3/test/Anomaly
------------------------------------------------------------
NR. IMAGINI: 100
MIN SCOR:    -1.3673508228
MAX SCOR:    19.3671500662
MEDIE SCOR:  2.5938024231
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
001.JPG -> 8.4678892555
098.JPG -> 0.5610029580
089.JPG -> -0.8395369108
010.JPG -> 8.4024831387
045.JPG -> 1.5514728294
081.JPG -> -0.4563852679
009.JPG -> 6.2412546958
063.JPG -> 2.3254741640
027.JPG -> 1.9334643053
054.JPG -> 18.5051100535
090.JPG -> 0.0175088004
018.JPG -> 1.8763567943
072.JPG -> 1.7443198711
036.JPG -> -0.3556716110
041.JPG -> 1.8001567822
005.JPG -> 6.6231134040
023.JPG -> 1.0439028996
050.JPG -> 2.3718547839
014.JPG -> 1.3951890378
032.JPG -> -0.0729780160
049.JPG -> 2.3918828635
085.JPG -> 2.3371031313
067.JPG -> 0.5405443137
058.JPG -> 1.9952199290
094.JPG -> 1.6291432135
076.JPG -> 0.1065947308
003.JPG -> 3.8229307796
021.JPG -> 0.9767993407
012.JPG -> 6.8140520643
030.JPG -> 1.0519930476
047.JPG -> 5.2105909342
083.JPG -> 0.8806357716
065.JPG -> 0.8338134197
029.JPG -> 2.3716550119
056.JPG -> 1.1201277281
092.JPG -> 2.1234289217
074.JPG -> 1.5595406426
038.JPG -> -0.4492728862
043.JPG -> 16.9181853348
007.JPG -> 3.4533698409
061.JPG -> -1.1010000713
025.JPG -> 1.5627853875
052.JPG -> 1.9883457848
016.JPG -> 1.8925916864
070.JPG -> 0.2989355179
034.JPG -> 0.3740014203
087.JPG -> 0.3320679001
069.JPG -> 1.7733339710
096.JPG -> 0.3470880292
078.JPG -> 0.7791813451
002.JPG -> 1.9750218570
020.JPG -> 0.6184864375
099.JPG -> 19.3671500662
011.JPG -> 9.1358079040
082.JPG -> 0.8617306344
046.JPG -> 1.6619827621
028.JPG -> 1.6238039640
064.JPG -> 1.0929388749
019.JPG -> 7.0088806960
091.JPG -> -0.9076902036
055.JPG -> 2.9914707819
037.JPG -> 0.9893030863
073.JPG -> 2.0498408362
006.JPG -> 3.6703930243
042.JPG -> 0.6725415307
024.JPG -> 0.0985839953
060.JPG -> 0.1899220144
015.JPG -> 2.1039157825
051.JPG -> 3.0235000749
033.JPG -> 0.3837927329
086.JPG -> 1.8202382171
068.JPG -> 0.6376223673
095.JPG -> 0.2559137984
059.JPG -> 4.2780636458
077.JPG -> 3.0434909299
004.JPG -> 5.5832129765
040.JPG -> 1.3301216649
022.JPG -> 0.3613797968
013.JPG -> 10.4420590831
031.JPG -> 0.6570647797
084.JPG -> -0.7226826641
048.JPG -> 3.0150500890
066.JPG -> 0.8880695257
093.JPG -> 1.0724430061
057.JPG -> 3.4604574061
039.JPG -> 0.9270858775
075.JPG -> -0.6540367657
080.JPG -> 1.9374771180
008.JPG -> 4.7007862872
044.JPG -> 3.1185679997
026.JPG -> 0.4334118937
062.JPG -> 0.4265327863
017.JPG -> 0.7524689668
053.JPG -> 19.2512326388
035.JPG -> 0.0265456943
071.JPG -> 1.7001206132
088.JPG -> 1.6946088896
097.JPG -> -1.3673508228
000.JPG -> 2.7129314531
079.JPG -> 1.9143271347
------------------------------------------------------------
