RAPORT STATISTICI SI SCORURI
Obiect: PCB3 | Algoritm: PaDiM
Folder procesat: E:/Facultate/code/Licenta/Aplicatie/dataset/pcb3/test/Anomaly
------------------------------------------------------------
NR. IMAGINI: 100
MIN SCOR:    20.1213549329
MAX SCOR:    93.1849911068
MEDIE SCOR:  35.7198265205
------------------------------------------------------------
LISTA SCORURI INDIVIDUALE:
001.JPG -> 93.1849911068
098.JPG -> 30.0214468586
089.JPG -> 29.0350102579
010.JPG -> 56.7414197659
045.JPG -> 26.6816613924
081.JPG -> 37.5425936756
009.JPG -> 51.8614565269
063.JPG -> 28.2794992877
027.JPG -> 29.6356515849
054.JPG -> 88.1005921947
090.JPG -> 23.9222015844
018.JPG -> 44.0738568585
072.JPG -> 26.8404072895
036.JPG -> 31.2316026129
041.JPG -> 27.5228405137
005.JPG -> 48.6578494830
023.JPG -> 25.9923721557
050.JPG -> 33.7746611132
014.JPG -> 24.2769690126
032.JPG -> 26.4731731446
049.JPG -> 22.7799461547
085.JPG -> 21.9780249032
067.JPG -> 44.9369698279
058.JPG -> 27.9515420779
094.JPG -> 23.0480954352
076.JPG -> 28.1724903389
003.JPG -> 33.3020342099
021.JPG -> 24.6054150042
012.JPG -> 51.2800860662
030.JPG -> 37.0911246474
047.JPG -> 42.4992907017
083.JPG -> 24.5909801323
065.JPG -> 23.6866560041
029.JPG -> 32.7813508521
056.JPG -> 21.7075272119
092.JPG -> 26.4557503465
074.JPG -> 40.0167273884
038.JPG -> 23.2421564450
043.JPG -> 87.5333141142
007.JPG -> 36.8635201097
061.JPG -> 26.1138968283
025.JPG -> 28.4495785784
052.JPG -> 36.4383137462
016.JPG -> 32.0392810067
070.JPG -> 37.3281497181
034.JPG -> 23.9756631222
087.JPG -> 38.4578748605
069.JPG -> 29.6790457115
096.JPG -> 30.1472322767
078.JPG -> 27.9708187308
002.JPG -> 42.0719877984
020.JPG -> 31.4503646711
099.JPG -> 88.9816988213
011.JPG -> 53.0424236189
082.JPG -> 27.6078704189
046.JPG -> 24.4417144143
028.JPG -> 49.4088503651
064.JPG -> 27.3335347608
019.JPG -> 43.1950730053
091.JPG -> 23.5011200734
055.JPG -> 22.6420506922
037.JPG -> 27.6156391263
073.JPG -> 28.1858477531
006.JPG -> 52.7849403148
042.JPG -> 20.1213549329
024.JPG -> 22.2269489675
060.JPG -> 26.4431196080
015.JPG -> 33.8979419875
051.JPG -> 33.5638540637
033.JPG -> 28.5266510978
086.JPG -> 32.6057621672
068.JPG -> 21.4224168486
095.JPG -> 40.2435639999
059.JPG -> 41.4785616729
077.JPG -> 43.2681463748
004.JPG -> 53.7186910904
040.JPG -> 25.0443234932
022.JPG -> 20.8458951681
013.JPG -> 91.2081671929
031.JPG -> 26.0205703778
084.JPG -> 20.8531389765
048.JPG -> 36.6612906025
066.JPG -> 23.9971627128
093.JPG -> 39.6030034297
057.JPG -> 27.5022875329
039.JPG -> 32.7684997271
075.JPG -> 28.9834058236
080.JPG -> 25.4838745667
008.JPG -> 60.0273573070
044.JPG -> 32.9825954452
026.JPG -> 42.5001447292
062.JPG -> 24.5958131141
017.JPG -> 44.5219329110
053.JPG -> 82.0818246802
035.JPG -> 23.4924975663
071.JPG -> 27.6839160791
088.JPG -> 30.4852144812
097.JPG -> 33.9574874789
000.JPG -> 39.4108639488
079.JPG -> 22.5181430892
------------------------------------------------------------
